Title,Release Date,Language
Junior Bonner,1972,American
Justin Morgan Had a Horse,1972,American
Kansas City Bomber,1972,American
The King of Marvin Gardens,1972,American
Lady Sings the Blues,1972,American
The Last House on the Left,1972,American
Last of the Red Hot Lovers,1972,American
Last Tango in Paris,1972,American
Left Hand of Gemini,1972,American
The Legend of Boggy Creek,1972,American
The Legend of Nigger Charley,1972,American
The Life and Times of Judge Roy Bean,1972,American
The Limit,1972,American
Los Amigos,1972,American
The Magnificent Seven Ride!,1972,American
The Man,1972,American
Man of La Mancha,1972,American
The Mechanic,1972,American
Molly and Lawless John,1972,American
Napoleon and Samantha,1972,American
The New Centurions,1972,American
Night Call Nurses,1972,American
Night of Terror,1972,American
Night of the Lepus,1972,American
"No Drums, No Bugles",1972,American
No Place to Run,1972,American
Northeast of Seoul,1972,American
"Now You See Him, Now You Don't",1972,American
The Offence,1972,American
One Is a Lonely Number,1972,American
The Other,1972,American
Painters Painting,1972,American
Pancho Villa,1972,American
Pete 'n' Tillie,1972,American
Pickup on 101,1972,American
Pink Flamingos,1972,American
A Place Called Today,1972,American
"Play It Again, Sam",1972,American
Play It as It Lays,1972,American
Pocket Money,1972,American
Pope Joan,1972,American
Portnoy's Complaint,1972,American
The Poseidon Adventure,1972,American
The Possession of Joel Delaney,1972,American
Prime Cut,1972,American
Private Parts,1972,American
Rage,1972,American
Red Sun,1972,American
A Reflection of Fear,1972,American
The Revengers,1972,American
"Run, Cougar, Run",1972,American
The Salzburg Connection,1972,American
"Say Goodbye, Maggie Cole",1972,American
The Screaming Woman,1972,American
A Separate Peace,1972,American
Shaft's Big Score,1972,American
Silent Running,1972,American
Sitting Target,1972,American
"Snoopy, Come Home",1972,American
Snowball Express,1972,American
Something Evil,1972,American
Stand Up and Be Counted,1972,American
The Strange Vengeance of Rosalie,1972,American
Super Fly,1972,American
They Only Kill Their Masters,1972,American
The Thing with Two Heads,1972,American
Thumb Tripping,1972,American
To Find a Man,1972,American
To Kill a Clown,1972,American
Travels with My Aunt,1972,American
Treasure Island,1972,American
Trick Baby,1972,American
Trouble Man,1972,American
Ulzana's Raid,1972,American
Unholy Rollers,1972,American
Up the Sandbox,1972,American
The Victim,1972,American
The Visitors,1972,American
The War Between Men and Women,1972,American
"What's Up, Doc?",1972,American
When the Legends Die,1972,American
Where Does It Hurt?,1972,American
Wild in the Sky,1972,American
Winter Soldier,1972,American
The Woman Hunt,1972,American
The Woman Hunter ,1972,American
The Wrath of God,1972,American
You'll Like My Mother,1972,American
Act of Vengeance,1974,American
Airport 1975,1974,American
Alice Doesn't Live Here Anymore,1974,American
Amazing Grace,1974,American
The Arena,1974,American
Bad Ronald,1974,American
Bank Shot,1974,American
The Bat People,1974,American
The Bears and I,1974,American
Beyond the Door,1974,American
Big Bad Mama,1974,American
Billy Two Hats,1974,American
Black Belt Jones,1974,American
Black Eye,1974,American
The Black Godfather,1974,American
Black Samson,1974,American
Blazing Saddles,1974,American
Bring Me the Head of Alfredo Garcia,1974,American
Buster and Billie,1974,American
Caged Heat,1974,American
The California Kid,1974,American
California Split,1974,American
The Castaway Cowboy,1974,American
Catch My Soul,1974,American
Chosen Survivors,1974,American
The Conversation,1974,American
Crazy Joe,1974,American
The Crazy World of Julius Vrooder,1974,American
Cry Panic,1974,American
Daisy Miller,1974,American
Dark Star,1974,American
Death Cruise,1974,American
The Death Squad,1974,American
Death Wish,1974,American
"Dirty Mary, Crazy Larry",1974,American
Dirty O'Neil,1974,American
The Dove,1974,American
Dynamite Brothers,1974,American
The Education of Sonny Carson,1974,American
Flesh Gordon,1974,American
For Pete's Sake,1974,American
Foxy Brown,1974,American
Freebie and the Bean,1974,American
The Front Page,1974,American
The Gambler,1974,American
Gator Bait,1974,American
Ginger in the Morning,1974,American
The Girl from Petrovka,1974,American
The Godfather Part II,1974,American
Golden Needles,1974,American
Gone in 60 Seconds,1974,American
The Gravy Train,1974,American
The Great Gatsby,1974,American
The Groove Tube,1974,American
Harry and Tonto,1974,American
Herbie Rides Again,1974,American
The House on Skull Mountain,1974,American
How to Seduce a Woman,1974,American
Huckleberry Finn,1974,American
The Island at the Top of the World,1974,American
It's Alive,1974,American
The Klansman,1974,American
Knife for the Ladies,1974,American
Law and Disorder,1974,American
The Legend of Earl Durand ,1974,American
The Life and Times of Grizzly Adams,1974,American
The Little Prince,1974,American
The Longest Yard,1974,American
The Lords of Flatbush,1974,American
Lost in the Stars,1974,American
Lovin' Molly,1974,American
Macon County Line,1974,American
Mama's Dirty Girls,1974,American
Man on a Swing,1974,American
The Man with the Golden Gun,1974,American
The Midnight Man,1974,American
Mixed Company,1974,American
The Morning After,1974,American
Mr. Majestyk,1974,American
Murder on the Orient Express,1974,American
Newman's Law,1974,American
The Nickel Ride,1974,American
Nightmare Circus,1974,American
Nightmare Honeymoon,1974,American
Nine Lives of Fritz the Cat,1974,American
Northeast of Seoul ,1974,American
Oliver Twist,1974,American
Once Upon a Scoundrel,1974,American
Open Season,1974,American
Our Time,1974,American
The Parallax View,1974,American
The Phantom of Hollywood,1974,American
Phantom of the Paradise,1974,American
Phase IV,1974,American
The Photographer,1974,American
Planet Earth,1974,American
The Private Afternoons of Pamela Mann,1974,American
Report to the Commissioner,1974,American
The Savage Is Loose,1974,American
Savage Sisters,1974,American
The Single Girls,1974,American
The Spectre of Edgar Allan Poe,1974,American
The Spikes Gang,1974,American
Sugar Hill,1974,American
The Sugarland Express,1974,American
Summer School Teachers,1974,American
The Super Cops,1974,American
The Swinging Cheerleaders,1974,American
The Taking of Pelham One Two Three,1974,American
The Tamarind Seed,1974,American
The Teacher,1974,American
The Terminal Man,1974,American
The Texas Chain Saw Massacre,1974,American
That's Entertainment!,1974,American
Thieves Like Us,1974,American
Thomasine & Bushrod,1974,American
Three the Hard Way,1974,American
Thunder County,1974,American
Thunderbolt and Lightfoot,1974,American
TNT Jackson,1974,American
The Towering Inferno,1974,American
The Treasure of Jamaica Reef,1974,American
The Trial of Billy Jack,1974,American
Truck Stop Women,1974,American
Truck Turner,1974,American
The Ultimate Thrill,1974,American
Uptown Saturday Night,1974,American
Welcome to Arrow Beach,1974,American
Where the Lilies Bloom,1974,American
Where the Red Fern Grows,1974,American
The White Dawn,1974,American
Willie Dynamite,1974,American
A Woman Under the Influence,1974,American
The Working Girls,1974,American
The Yakuza,1974,American
The Year Without a Santa Claus,1974,American
Young Frankenstein,1974,American
Zandy's Bride,1974,American
F for Fake,1974,American
Hearts and Minds,1974,American
Ladies and Gentlemen: The Rolling Stones,1974,American
Ace Eli and Rodger of the Skies,1973,American
The Affair,1973,American
The All-American Boy,1973,American
American Graffiti,1973,American
Ash Wednesday,1973,American
The Baby,1973,American
Badge 373,1973,American
Bang the Drum Slowly,1973,American
Battle for the Planet of the Apes,1973,American
Beyond Atlantis,1973,American
Black Caesar,1973,American
Black Mama White Mama,1973,American
Black Snake,1973,American
Blume in Love,1973,American
Book of Numbers,1973,American
The Boy Who Cried Werewolf,1973,American
Cahill U.S. Marshal,1973,American
The Candy Snatchers,1973,American
The Cat Creature,1973,American
Charley and the Angel,1973,American
Charley One-Eye,1973,American
Charley Varrick,1973,American
Charlotte's Web,1973,American
Cinderella Liberty,1973,American
Class of '44,1973,American
Cleopatra Jones,1973,American
Cops and Robbers,1973,American
The Crazies,1973,American
The Daring Dobermans,1973,American
The Day of the Dolphin,1973,American
The Deadly Trackers,1973,American
A Delicate Balance,1973,American
Detroit 9000,1973,American
The Devil in Miss Jones,1973,American
Doctor Death: Seeker of Souls,1973,American
The Doll Squad,1973,American
The Don Is Dead,1973,American
Double Indemnity,1973,American
Electra Glide in Blue,1973,American
Emperor of the North,1973,American
Enter the Dragon,1973,American
Executive Action,1973,American
The Exorcist,1973,American
Five on the Black Hand Side,1973,American
Fly Me,1973,American
Frank Film,1973,American
The Friends of Eddie Coyle,1973,American
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,1973,American
Ganja & Hess,1973,American
Genesis II,1973,American
The Golden Voyage of Sinbad,1973,American
Gordon's War,1973,American
Group Marriage,1973,American
Guns of a Stranger ,1973,American
"Happy Mother's Day, Love George",1973,American
The Harrad Experiment,1973,American
Harry in Your Pocket,1973,American
Heavy Traffic,1973,American
Hell Up in Harlem,1973,American
High Plains Drifter,1973,American
I Escaped from Devil's Island,1973,American
The Iceman Cometh,1973,American
Idaho Transfer,1973,American
Invasion of the Bee Girls,1973,American
Jesus Christ Superstar,1973,American
Jonathan Livingston Seagull,1973,American
Kid Blue,1973,American
The Killing Kind,1973,American
Lady Ice,1973,American
The Last American Hero,1973,American
The Last Detail,1973,American
The Last of Sheila,1973,American
The Laughing Policeman,1973,American
The Legend of Hell House,1973,American
Little Cigars,1973,American
Little Laura and Big John,1973,American
Live and Let Die,1973,American
Lolly-Madonna XXX,1973,American
The Long Goodbye,1973,American
Lost Horizon,1973,American
Love and Pain and the Whole Damn Thing,1973,American
The Mack,1973,American
The Mackintosh Man,1973,American
Magnum Force,1973,American
The Man Who Loved Cat Dancing,1973,American
Mean Streets,1973,American
Messiah of Evil,1973,American
The Naked Ape,1973,American
A Name for Evil,1973,American
The Neptune Factor,1973,American
The No Mercy Man,1973,American
Oklahoma Crude,1973,American
One Little Indian,1973,American
The Outfit,1973,American
The Paper Chase,1973,American
Paper Moon,1973,American
Pat Garrett and Billy the Kid,1973,American
Please Don't Eat My Mother,1973,American
Robin Hood,1973,American
The Roommates,1973,American
Save the Tiger,1973,American
Scream Blacula Scream,1973,American
"Scream, Pretty Peggy",1973,American
The Seven-Ups,1973,American
Shaft in Africa,1973,American
Showdown,1973,American
The Slams,1973,American
Slaughter's Big Rip-Off,1973,American
Some Call It Loving,1973,American
The Soul of Nigger Charley,1973,American
Soylent Green,1973,American
The Spook Who Sat By the Door,1973,American
Steelyard Blues,1973,American
The Sting,1973,American
The Stone Killer,1973,American
The Student Teachers,1973,American
"Summer Wishes, Winter Dreams",1973,American
Super Fly T.N.T.,1973,American
"Sweet Jesus, Preacherman",1973,American
Sweet Kill,1973,American
Terminal Island,1973,American
Terror in the Wax Museum,1973,American
That Man Bolt,1973,American
The Thief Who Came to Dinner,1973,American
The Three Musketeers,1973,American
Tom Sawyer,1973,American
Trader Horn,1973,American
The Train Robbers,1973,American
 Treasure Island,1973,American
Two People,1973,American
Walking Tall,1973,American
A Warm December,1973,American
The Way We Were,1973,American
The Werewolf of Washington,1973,American
White Lightning,1973,American
"Wicked, Wicked",1973,American
The World's Greatest Athlete,1973,American
The Young Nurses,1973,American
Your Three Minutes Are Up,1973,American
 Jimi Hendrix,1973,American
Visions of Eight,1973,American
Aaron Loves Angela,1975,American
The Adventure of Sherlock Holmes' Smarter Brother,1975,American
The Adventures of the Wilderness Family,1975,American
Against a Crooked Sky,1975,American
"Aloha, Bobby and Rose",1975,American
The Apple Dumpling Gang,1975,American
At Long Last Love,1975,American
Best Friends,1975,American
Bite the Bullet,1975,American
The Black Bird,1975,American
Black Fist,1975,American
Blazing Stewardesses,1975,American
Boss Nigger,1975,American
A Boy and His Dog,1975,American
Breakheart Pass,1975,American
"Brother, Can You Spare a Dime?",1975,American
Bugs Bunny: Superstar,1975,American
The Candy Tangerine Man,1975,American
Cleopatra Jones and the Casino of Gold,1975,American
Cooley High,1975,American
"Cornbread, Earl and Me",1975,American
Cover Girl Models,1975,American
Crazy Mama,1975,American
Darktown Strutters,1975,American
The Day of the Locust,1975,American
Deadly Hero,1975,American
The Deadly Tower,1975,American
Death Race 2000,1975,American
The Devil's Rain,1975,American
Doc Savage: The Man of Bronze,1975,American
Dog Day Afternoon,1975,American
The Drowning Pool,1975,American
Dr. Minx,1975,American
The Eiger Sanction,1975,American
Escape to Witch Mountain,1975,American
"Farewell, My Lovely",1975,American
Flash and the Firecat,1975,American
Fore Play,1975,American
The Fortune,1975,American
The Four Deuces,1975,American
French Connection II,1975,American
Friday Foster,1975,American
Friendly Persuasion,1975,American
Funny Lady,1975,American
Gemini Affair,1975,American
The Giant Spider Invasion,1975,American
